curve_uid,panel_uid,publication_batch,source_collection,case_id,case_rel_path,paper_title,figure_id,panel_id,curve_label,condition_label,catalyst_role,material_class,contains_pgm,pgm_class,electrolyte_regime,regime_class,electrolyte_identity,support_material,substrate_material,ir_compensation_status,scan_rate_text,measurement_configuration,x_axis_units,x_axis_label,y_axis_units,y_axis_label,x_axis_type,y_axis_type,axis_orientation,reference_basis,current_density_basis,linear_axes,potential_unit_mode,current_unit_mode,native_point_count,fit_point_count,j_min_mA,j_max_mA,y_min_mV,y_max_mV,signed_potential_min_mV,signed_potential_max_mV,crosses_zero_potential,eta_rule,raw_branch_candidate_point_count,raw_branch_current_positive_count,raw_branch_current_negative_count,selected_current_sign,selected_current_sign_rule,selected_current_sign_raw_point_count,model_direction,model_direction_rule,reference_axis_ready,fit_range_ok,canonical_fit_eligible,fit_error,tss_mV2,bv_fit_ok,bv_fit_error,bv_j0_mA,bv_log_j0,bv_alpha,bv_b_tafel_mV_dec,bv_r_mV_per_mA,bv_e_offset_mV,bv_sse_mV2,bv_rmse_mV,bv_r2,bv_nfev,bv_at_alpha_low,bv_at_alpha_high,bv_at_r_upper_bound,bv_at_e_upper_bound,bv_at_e_lower_bound,bvir_fit_ok,bvir_fit_error,bvir_j0_mA,bvir_log_j0,bvir_alpha,bvir_b_tafel_mV_dec,bvir_r_mV_per_mA,bvir_e_offset_mV,bvir_sse_mV2,bvir_rmse_mV,bvir_r2,bvir_nfev,bvir_at_alpha_low,bvir_at_alpha_high,bvir_at_r_upper_bound,bvir_at_e_upper_bound,bvir_at_e_lower_bound,bv_offset_fit_ok,bv_offset_fit_error,bv_offset_j0_mA,bv_offset_log_j0,bv_offset_alpha,bv_offset_b_tafel_mV_dec,bv_offset_r_mV_per_mA,bv_offset_e_offset_mV,bv_offset_sse_mV2,bv_offset_rmse_mV,bv_offset_r2,bv_offset_nfev,bv_offset_at_alpha_low,bv_offset_at_alpha_high,bv_offset_at_r_upper_bound,bv_offset_at_e_upper_bound,bv_offset_at_e_lower_bound,bvir_offset_fit_ok,bvir_offset_fit_error,bvir_offset_j0_mA,bvir_offset_log_j0,bvir_offset_alpha,bvir_offset_b_tafel_mV_dec,bvir_offset_r_mV_per_mA,bvir_offset_e_offset_mV,bvir_offset_sse_mV2,bvir_offset_rmse_mV,bvir_offset_r2,bvir_offset_nfev,bvir_offset_at_alpha_low,bvir_offset_at_alpha_high,bvir_offset_at_r_upper_bound,bvir_offset_at_e_upper_bound,bvir_offset_at_e_lower_bound,BV,BV+iR+offset,pm_group,strict_bv_tafel_mV_dec,strict_bv_log10_intercept_mV,R_eff,E_offset,j_max,D_R_mV
batch1/case52/figure_3__panel_f/curve_4,batch1/case52/figure_3__panel_f,batch1,LSV-80-2026-4-5,case52,batch1/case52,Nitrogen-Doped Cobalt Diselenide with Cubic Phase Maintained for Enhanced Alkaline Hydrogen Evolution,figure_3,f,N-c-CoSe2,N-c-CoSe2,candidate,other,False,non-PGM,alkaline,alkaline,1 M KOH solution,,carbon cloth,partial,,three_electrode_half_cell,V vs RHE,Potential,mA/mF,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,31,30,1.9383019383019373,97.82282282282284,4.3720789989446365,246.0425146992311,-246.0425146992311,-4.3720789989446365,False,minus_E_RHE_negative_branch,31,0,31,-1.0,single_current_sign,31,1.0,minus_E_RHE_negative_branch,True,True,True,,151145.0155184784,True,,1.3556826841543457,0.3043051533981542,0.2269822285753399,130.3406220153726,0.0,0.0,1527.4999406118584,7.135591404155786,0.9898938120097972,12.0,False,False,False,False,False,True,,1.355682639471328,0.3043051204383627,0.2269822309292083,130.3406206637044,4.2429980720488935e-20,0.0,1527.49994061183,7.13559140415572,0.9898938120097974,18.0,False,False,False,False,False,True,,0.0392254425673896,-3.2384296976379168,0.2272227324100217,130.20266302211067,0.0,-199.99999993057116,1057.8551402084734,5.938167899861801,0.9930010583770846,25.0,False,False,False,False,True,True,,0.039225442880207,-3.238429689663057,0.2272227321648987,130.2026631625705,9.181943782838356e-33,-199.999999997177,1057.8551402084772,5.938167899861812,0.9930010583770844,23.0,False,False,False,False,True,False,True,Non-PM,130.2026631625705,-16.878789258079678,9.181943782838356e-33,-199.999999997177,97.82282282282284,8.982036598377162e-31
batch1/case52/figure_4__panel_a/curve_2,batch1/case52/figure_4__panel_a,batch1,LSV-80-2026-4-5,case52,batch1/case52,Nitrogen-Doped Cobalt Diselenide with Cubic Phase Maintained for Enhanced Alkaline Hydrogen Evolution,figure_4,a,After 5000 cycles,After 5000 cycles,post_test_same_material,other,False,non-PGM,alkaline,alkaline,1 M KOH,,carbon cloth,yes,,three_electrode_half_cell,V vs RHE,Potential,mA/cm^2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,41,38,2.301790281329924,98.20971867007673,0.0,226.41509433962264,-226.41509433962264,0.0,False,minus_E_RHE_negative_branch,41,0,41,-1.0,single_current_sign,41,1.0,minus_E_RHE_negative_branch,True,True,True,,161591.6181072118,True,,1.8788091625198289,0.6306381519524183,0.224681142286631,131.67551383196636,0.0,0.0,2433.2254537617605,8.002015295111864,0.9849421307722324,8.0,False,False,False,False,False,True,,1.8788092301649089,0.6306381879566493,0.2246811393984597,131.6755155245937,1.0485589363194306e-21,0.0,2433.225453761686,8.002015295111741,0.9849421307722328,12.0,False,False,False,False,False,True,,0.0563114018394078,-2.876858244990718,0.2249207593686047,131.5352346399506,0.0,-199.99999998440308,1530.354301167181,6.346060321936962,0.9905294945425211,20.0,False,False,False,False,True,True,,0.0563114013610326,-2.8768582534858917,0.2249207597148955,131.5352344374373,2.3748681852549223e-19,-199.999999988004,1530.3543011671811,6.346060321936963,0.9905294945425211,10.0,False,False,False,False,True,False,True,Non-PM,131.5352344374373,-35.659396043808414,2.3748681852549223e-19,-199.999999988004,98.20971867007673,2.3323513635240156e-17
batch1/case54/figure_6__panel_a/curve_ptc,batch1/case54/figure_6__panel_a,batch1,LSV-80-2026-4-5,case54,batch1/case54,Bifunctional WC-Supported RuO2 Nanoparticles for Robust Water Splitting in Acidic Media,figure_6,a,Pt/C,Pt/C,benchmark,composite,True,PGM,acidic,acidic,0.5 M H2SO4,carbon,,partial,,three_electrode_half_cell,V vs RHE,Potential (V vs RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,18,12,1.90847127555988,59.45472249269717,1.038421599169263,92.41952232606435,-92.41952232606435,47.76739356178608,True,minus_E_RHE_negative_branch,18,0,18,-1.0,single_current_sign,12,1.0,minus_E_RHE_negative_branch,True,True,True,,9868.779310069664,True,,3.477901499131122,1.246429094407154,0.4264290024005462,69.3785007408009,0.0,0.0,221.9670497518052,4.300843422630469,0.9775081554893704,10.0,False,False,False,False,False,True,,2.514088077253187,0.9219101442612708,0.7045879813654867,41.98908531140391,0.5482774250458835,0.0,125.10839482235228,3.22888518974109,0.9873228095500426,11.0,False,False,False,False,False,True,,3.741456264168269,1.319474911085555,0.4193040891219385,70.55739647304422,0.0,1.0189326361036144,221.4984825049942,4.2963015345080455,0.977555635246703,24.0,False,False,False,False,False,True,,1.152177132818427e-06,-13.673857246383498,0.9000916880746356,32.868879083007485,0.6197680847782135,-199.9999997963115,62.04024457027309,2.273767881921128,0.9937134834389324,39.0,False,False,False,False,True,False,True,PM,32.868879083007485,-4.808794139163155,0.6197680847782135,-199.9999997963115,59.45472249269717,36.8481394903191
batch1/case54/figure_6__panel_a/curve_ru_wc,batch1/case54/figure_6__panel_a,batch1,LSV-80-2026-4-5,case54,batch1/case54,Bifunctional WC-Supported RuO2 Nanoparticles for Robust Water Splitting in Acidic Media,figure_6,a,Ru-WC NPs,Ru-WC NPs,other,composite,True,PGM,acidic,acidic,0.5 M H2SO4,WC,,partial,,three_electrode_half_cell,V vs RHE,Potential (V vs RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,22,22,2.4926971762414767,59.64946445959104,23.88369678089304,198.33852544132915,-198.33852544132915,-23.88369678089304,False,minus_E_RHE_negative_branch,22,0,22,-1.0,single_current_sign,22,1.0,minus_E_RHE_negative_branch,True,True,True,,61110.5180354314,True,,2.8232944511322824,1.0379044481651127,0.2165506250576521,136.61934640488286,0.0,0.0,1518.2397866573372,8.307279903404924,0.9751558351088258,12.0,False,False,False,False,False,True,,1.3937817458402426,0.3320207332513724,0.4404197486225673,67.17456460904337,1.44778117405908,0.0,17.026776579132843,0.8797410925724589,0.999721377315616,14.0,False,False,False,False,False,True,,6.10146925334623,1.8085296033811624,0.1851869769772678,159.7574804764858,0.0,28.40353588967817,735.1265469573125,5.780557329835437,0.98797053975993,20.0,False,False,False,False,False,True,,0.0006474980990058,-7.342394700293238,0.4812969128760903,61.46934266034225,1.5295639245373125,-199.999998496198,6.586057618072401,0.5471437245979591,0.9998922271021454,43.0,False,False,False,False,True,False,True,PM,61.46934266034225,-3.9889250496397892,1.5295639245373125,-199.999998496198,59.64946445959104,91.237668955361
batch1/case54/figure_6__panel_a/curve_ruo2_wc,batch1/case54/figure_6__panel_a,batch1,LSV-80-2026-4-5,case54,batch1/case54,Bifunctional WC-Supported RuO2 Nanoparticles for Robust Water Splitting in Acidic Media,figure_6,a,RuO2-WC NPs,RuO2-WC NPs,candidate,composite,True,PGM,acidic,acidic,0.5 M H2SO4,WC,,partial,,three_electrode_half_cell,V vs RHE,Potential (V vs RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,25,19,1.811100292112947,59.64946445959104,7.268951194184838,156.80166147455864,-156.80166147455864,42.575285565939765,True,minus_E_RHE_negative_branch,25,0,25,-1.0,single_current_sign,19,1.0,minus_E_RHE_negative_branch,True,True,True,,39337.09235482315,True,,3.513268847610873,1.2565468997066993,0.2501529992022724,118.26764001747188,0.0,0.0,479.54938220539054,5.023887057717835,0.9878092316056352,11.0,False,False,False,False,False,True,,2.4444978926425125,0.893839740954994,0.4144958102605633,71.37588396936353,0.924723133458992,0.0,45.24223569909151,1.5431041118317923,0.9988498835833872,16.0,False,False,False,False,False,True,,4.693322586740681,1.546140772302208,0.236090046907931,125.31237655470784,0.0,8.783366367970027,391.4844511645264,4.539211913772364,0.9900479565791668,15.0,False,False,False,False,False,True,,0.9278315752013884,-0.0749050549075293,0.4993160171566994,59.25106313915958,1.0962833436435897,-17.52242559175187,8.52601164859226,0.6698786869195543,0.9997832577056868,15.0,False,False,False,False,False,False,True,PM,59.25106313915958,-15.594938025158946,1.0962833436435897,-17.52242559175187,59.64946445959104,65.39271434430994
batch1/case54/figure_6__panel_a/curve_wc,batch1/case54/figure_6__panel_a,batch1,LSV-80-2026-4-5,case54,batch1/case54,Bifunctional WC-Supported RuO2 Nanoparticles for Robust Water Splitting in Acidic Media,figure_6,a,WC NPs,WC NPs,support_control,carbide,False,non-PGM,acidic,acidic,0.5 M H2SO4,,,partial,,three_electrode_half_cell,V vs RHE,Potential (V vs RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,36,35,0.7400194741966861,59.746835443037966,0.0,282.45067497403943,-282.45067497403943,8.307372793354102,True,minus_E_RHE_negative_branch,36,0,36,-1.0,single_current_sign,35,1.0,minus_E_RHE_negative_branch,True,True,True,,246374.4205381029,True,,1.07799623217579,0.0751039772819867,0.20334754202832,145.48985723577132,0.0,0.0,5227.614248440275,12.221309549237905,0.9787818303660636,9.0,False,False,False,False,False,True,,0.6699045267469819,-0.4006200741434077,0.3050236099462661,96.9925077739296,1.4580776193097744,0.0,1067.062898496246,5.521549726807414,0.9956689379678064,14.0,False,False,False,False,False,True,,1.2918954080056124,0.2561104485274666,0.1991002427911428,148.5935147250428,0.0,7.39318151651454,5172.268092596208,12.156442257498352,0.9790064728257928,25.0,False,False,False,False,False,True,,0.0047739368939348,-5.344583969851054,0.3131459846852882,94.4767179073946,1.4967519737852617,-199.99999947940609,508.5352972458218,3.8117686080491815,0.9979359249384124,26.0,False,False,False,False,True,False,True,Non-PM,94.4767179073946,19.292114235892285,1.4967519737852617,-199.99999947940609,59.746835443037966,89.42619387679031
batch1/case57/figure_3__panel_a/curve_4,batch1/case57/figure_3__panel_a,batch1,LSV-80-2026-4-5,case57,batch1/case57,Rationally Modulating the Functions of Ni3Sn2-NiSnOx Nanocomposite Electrocatalysts towards Enhanced Hydrogen Evolution Reaction,figure_3,a,Ni₃Sn₂-NiSnOₓ-4,Ni₃Sn₂-NiSnOₓ-4,candidate,composite,False,non-PGM,alkaline,alkaline,1 M KOH electrolyte,,Ni,unclear,,three_electrode_half_cell,V vs. RHE,Potential / V vs. RHE,mA cm^-2,Current density / mA cm^-2,linear,linear,potential_x_current_y,rhe,True,True,V,mA,30,16,32.9900632339656,448.0578139114724,61.72248803827751,205.26315789473685,-339.2344497607656,-61.72248803827751,False,minus_E_RHE_negative_branch,30,0,30,-1.0,single_current_sign,16,1.0,minus_E_RHE_negative_branch,True,True,True,,31134.818342070925,True,,14.110899879766915,2.646947539859957,0.2246424669227756,131.6981836257861,0.0,0.0,687.3048481423202,6.554124885054832,0.9779248800943348,10.0,False,False,False,False,False,True,,8.008512553319697,2.080505045124479,0.3355575429363257,88.16671084207825,0.1190887953452191,0.0,321.8310222207622,4.484912361328551,0.9896633081752756,8.0,False,False,False,False,False,True,,44.05685117014514,3.7854808719602455,0.1984466902081383,149.0828838108382,0.0,52.40376628057828,174.3355960953113,3.300905141920464,0.9944006226668828,13.0,False,False,False,False,False,True,,40.68374425375203,3.705828608580777,0.218051508763113,135.67897340754408,0.0284192540448733,49.96107471374072,166.1067044924375,3.2220597497218053,0.9946649213537248,14.0,False,False,False,False,False,False,True,Non-PM,135.67897340754408,-168.4035028935753,0.0284192540448733,49.96107471374072,448.0578139114724,12.7334688403407
batch1/case57/figure_3__panel_b/c3,batch1/case57/figure_3__panel_b,batch1,LSV-80-2026-4-5,case57,batch1/case57,Rationally Modulating the Functions of Ni3Sn2-NiSnOx Nanocomposite Electrocatalysts towards Enhanced Hydrogen Evolution Reaction,figure_3,b,Ni₃Sn₂-NiSnOₓ-4,Ni₃Sn₂-NiSnOₓ-4,candidate,composite,False,non-PGM,alkaline,alkaline,1 M KOH,,Ni,unclear,,three_electrode_half_cell,V vs. RHE,Potential / V vs. RHE,mA cm^-2,Current density / mA cm^-2,linear,linear,potential_x_current_y,rhe,True,True,V,mA,23,23,7.657657657657658,49.67239967239967,44.28121720881431,89.40188877229804,-89.40188877229804,-44.28121720881431,False,minus_E_RHE_negative_branch,23,0,23,-1.0,single_current_sign,23,1.0,minus_E_RHE_negative_branch,True,True,True,,3836.7916367842345,True,,1.1692635727994305,0.1563741256808639,0.5468782942570055,54.09796872472289,0.0,0.0,42.61942826706231,1.3612562654794491,0.9888919096209292,6.0,False,False,False,False,False,True,,0.4483577689906465,-0.8021637737746974,0.834045225245075,35.471703408231924,0.3511521406278233,0.0,16.464841862879613,0.8460866915927812,0.9957086953315298,10.0,False,False,False,False,False,True,,7.148046251787431,1.966839067867662,0.4500934405018754,65.73080653198726,0.0,33.685024359186976,20.40602354110768,0.9419227223242724,0.9946814876926152,8.0,False,False,False,False,False,True,,2.482235478573606e-06,-12.906351001156132,0.8585411327131924,34.45962427618313,0.3612042208135149,-179.47738756237618,16.381484861532247,0.8439422209135721,0.9957304210360346,64.0,False,False,False,False,False,False,True,Non-PM,34.45962427618313,13.67421740092854,0.3612042208135149,-179.47738756237618,49.67239967239967,17.941880419606616
batch1/case61/figure_3__panel_a/curve_black_ph03,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,Pt/C,pH=0.3,benchmark,composite,True,PGM,acidic,acidic,H2-purged 0.5 M H2SO4,carbon,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,20,20,17.10574061978373,96.05196313230276,23.00884955752212,82.30088495575222,-82.30088495575222,-23.00884955752212,False,minus_E_RHE_negative_branch,20,0,20,-1.0,single_current_sign,20,1.0,minus_E_RHE_negative_branch,True,True,True,,6452.68815099068,True,,15.398869618770677,2.734294105347043,0.3026019782110069,97.76870935825612,0.0,0.0,133.1086533738404,2.579812525880906,0.9793715967269542,12.0,False,False,False,False,False,True,,11.698039908176463,2.459421298553437,0.99,29.88384329186393,0.5464412798378523,0.0,13.668727089687744,0.8267020953671202,0.9978817003441288,10.0,False,True,False,False,False,True,,30.99285587983916,3.43375672243714,0.2244833211060689,131.79155009456716,0.0,15.847475937245736,13.9745918085034,0.8359004668171743,0.9978342992127462,21.0,False,False,False,False,False,True,,73.66584205202734,4.299539218923109,0.99,29.88384329186393,0.6483138206493156,9.09077624364511,4.841320754484637,0.492002070853601,0.9992497203272188,31.0,False,True,False,False,False,False,True,PM,29.88384329186393,-46.710312991432936,0.6483138206493156,9.09077624364511,96.05196313230276,62.27181519917041
batch1/case61/figure_3__panel_a/curve_black_ph138,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,Pt/C,pH=13.8,benchmark,composite,True,PGM,alkaline,alkaline,H2-purged 1.0 M KOH,carbon,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,19,19,18.934610639378764,98.79526816169532,46.90265486725664,115.4867256637168,-115.4867256637168,-46.90265486725664,False,minus_E_RHE_negative_branch,19,0,19,-1.0,single_current_sign,19,1.0,minus_E_RHE_negative_branch,True,True,True,,8708.817819472326,True,,7.326970661699082,1.9915621510342956,0.2998007762036858,98.68221568194043,0.0,0.0,96.5906570732692,2.254710356859603,0.9889088669581192,10.0,False,False,False,False,False,True,,3.241477853449225,1.1760293534174482,0.6113434158996817,48.39343009101784,0.440358330717195,0.0,6.738380313958389,0.5955263180343033,0.9992262577477632,12.0,False,False,False,False,False,True,,20.728655082241985,3.031517046496526,0.2492583154143201,118.69214798217962,0.0,33.33928402405242,18.31545897811376,0.9818205157582938,0.997896906404775,26.0,False,False,False,False,False,True,,6.342795564217076,1.847319611991585,0.5553708490467185,53.27071975370561,0.4136583991824878,10.775292210336191,6.683303329166331,0.5930875203527958,0.999232582025746,52.0,False,False,False,False,False,False,True,PM,53.27071975370561,-31.962778858285283,0.4136583991824878,10.775292210336191,98.79526816169532,40.86749247457149
batch1/case61/figure_3__panel_a/curve_black_ph7,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,Pt/C,pH=7.0,benchmark,composite,True,PGM,buffered,buffered,H2-purged 1.0 M KPi,carbon,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,32,32,5.522897162348502,92.0894114231802,34.07079646017699,198.6725663716814,-198.6725663716814,-34.07079646017699,False,minus_E_RHE_negative_branch,32,0,32,-1.0,single_current_sign,32,1.0,minus_E_RHE_negative_branch,True,True,True,,76406.53144333934,True,,6.005125629945432,1.7926133762032717,0.1962885984307121,150.72197313278227,0.0,0.0,3504.7458517002865,10.465338401868998,0.9541302846040158,15.0,False,False,False,False,False,True,,1.1985629929085522,0.1811233333012825,0.761493350989468,38.851297677784274,1.3415864379382585,0.0,25.846397005078263,0.8987212617985043,0.9996617252934162,11.0,False,False,False,False,False,True,,16.760238582675093,2.819009330195761,0.1486054556603752,199.0842444341965,0.0,40.925693398208274,932.7049699460722,5.39879896929074,0.9877928633543884,24.0,False,False,False,False,False,True,,3.113938389540189e-06,-12.679622269738498,0.813142757731693,36.38353115444858,1.3591579620128769,-199.99999975340327,23.51703550318244,0.857267379219839,0.9996922117120232,55.0,False,False,False,False,True,False,True,PM,36.38353115444858,0.3528268506312031,1.3591579620128769,-199.99999975340327,92.0894114231802,125.16405675289494
batch1/case61/figure_3__panel_a/curve_red_ph03,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,LixNiO/Ni,pH=0.3,candidate,composite,False,non-PGM,acidic,acidic,H2-purged 0.5 M H2SO4,graphene,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,21,21,1.255533783293418,98.4904564917628,5.3097345132743365,67.2566371681416,-67.2566371681416,-5.3097345132743365,False,minus_E_RHE_negative_branch,21,0,21,-1.0,single_current_sign,21,1.0,minus_E_RHE_negative_branch,True,True,True,,7235.622732137732,True,,6.459960633153586,1.865623223836869,0.5594833127221408,52.87915508149972,0.0,0.0,134.73278647755518,2.532952225195271,0.9813792410874153,11.0,False,False,False,False,False,True,,3.954061025561702,1.37474315850937,0.99,29.88384329186393,0.2416974762007107,0.0,19.279155865806292,0.9581518883918516,0.9973355222377508,10.0,False,True,False,False,False,True,,12.65604577110757,2.53813502757277,0.4621847556927529,64.01120870938578,0.0,7.268231537989293,43.17688541208408,1.4338905685163683,0.9940327340146812,12.0,False,False,False,False,False,True,,6.280134486397778,1.8373913952823024,0.99,29.88384329186393,0.2667146811575022,3.831486961941613,4.297798179399864,0.4523903802711749,0.999406022351012,11.0,False,True,False,False,False,False,True,Non-PM,29.88384329186393,-20.01489191434929,0.2667146811575022,3.831486961941613,98.4904564917628,26.268850700257357
batch1/case61/figure_3__panel_a/curve_red_ph138,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,LixNiO/Ni,pH=13.8,candidate,composite,False,non-PGM,alkaline,alkaline,H2-purged 1.0 M KOH,graphene,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,25,25,4.9132738224834895,98.4904564917628,26.991150442477878,111.94690265486726,-111.94690265486726,-26.991150442477878,False,minus_E_RHE_negative_branch,25,0,25,-1.0,single_current_sign,25,1.0,minus_E_RHE_negative_branch,True,True,True,,16459.738429007753,True,,3.6562357965632457,1.2964341472898333,0.4068242025376904,72.72184072235567,0.0,0.0,481.1843412481376,4.387182883118221,0.9707659788566187,8.0,False,False,False,False,False,True,,1.0464808669593726,0.045432979850374,0.922625537717572,32.06610228038328,0.4977502948184582,0.0,4.103554109089917,0.4051446215409957,0.999750691414278,13.0,False,False,False,False,False,True,,13.198890758056477,2.5801327925807445,0.3093968844335311,95.62153449965054,0.0,25.26167759683102,64.24312748677704,1.6030362127759563,0.9960969533164902,14.0,False,False,False,False,False,True,,4.890463632050658,1.5872871112726783,0.6981453627515806,42.37656860219302,0.4242449041129876,14.643110896184906,0.7834374002057064,0.1770239983963424,0.9999524028037514,13.0,False,False,False,False,False,False,True,Non-PM,42.37656860219302,-14.569178094516628,0.4242449041129876,14.643110896184906,98.4904564917628,41.78407427039229
batch1/case61/figure_3__panel_a/curve_red_ph7,batch1/case61/figure_3__panel_a,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,a,LixNiO/Ni,pH=7.0,candidate,composite,False,non-PGM,buffered,buffered,H2-purged 1.0 M KPi,graphene,,yes,5 mV/s,three_electrode_half_cell,V vs. RHE,Voltage (V vs. RHE),mA cm^-2,Current density (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,36,36,0.645910443428406,90.56535307351768,1.327433628318584,187.1681415929204,-187.1681415929204,-1.327433628318584,False,minus_E_RHE_negative_branch,36,0,36,-1.0,single_current_sign,36,1.0,minus_E_RHE_negative_branch,True,True,True,,109532.37441372768,True,,5.062427544587747,1.6218461201500391,0.2210355197597537,133.8472879431396,0.0,0.0,3630.8663972747554,10.042778496227962,0.966851203429954,16.0,False,False,False,False,False,True,,1.5261986894719817,0.4227801271860801,0.676520049161102,43.73115755494796,1.200664169529869,0.0,98.1166494084941,1.650897478212769,0.9991042223823444,12.0,False,False,False,False,False,True,,9.14681943795198,2.213406216450089,0.1893558496696878,156.24024771642036,0.0,17.48508532877229,2345.257832182675,8.071310357925979,0.9785884507230336,20.0,False,False,False,False,False,True,,0.3941638708147474,-0.9309885403797228,0.793444555156232,37.28679548770726,1.2649485551591382,-15.68092866381388,32.35898383068997,0.9480826240173428,0.9997045715113556,14.0,False,False,False,False,False,False,True,Non-PM,37.28679548770726,-0.6050127238735961,1.2649485551591382,-15.68092866381388,90.56535307351768,114.56051251782341
batch1/case61/figure_3__panel_e/curve_1,batch1/case61/figure_3__panel_e,batch1,LSV-80-2026-4-5,case61,batch1/case61,LixNiO/Ni Heterostructure with Strong Basic Lattice Oxygen Enables Electrocatalytic Hydrogen Evolution with Pt-like Activity,figure_3,e,"initial, pH=7.0",pH=7.0,candidate,composite,False,non-PGM,buffered,buffered,H2-purged 1.0 M KPi,graphene,,yes,5 mV s^-1,three_electrode_half_cell,V vs. RHE,Voltage,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,22,22,1.8586565568192843,97.75444736074655,18.45210815765348,198.0465169569202,-198.0465169569202,-18.45210815765348,False,minus_E_RHE_negative_branch,22,0,22,-1.0,single_current_sign,22,1.0,minus_E_RHE_negative_branch,True,True,True,,73255.07784148335,True,,5.821010032214048,1.7614737917401058,0.1993914611911294,148.37648855276794,0.0,0.0,3315.42333390072,12.276036030895758,0.9547413854221142,15.0,False,False,False,False,False,True,,0.633495012519279,-0.4565031521496791,0.9180787694338968,32.22490906438007,1.3029089133400071,0.0,18.351992692917705,0.913335363402575,0.9997494782172966,13.0,False,False,False,False,False,True,,13.979925846759269,2.6376224325540623,0.1583366975528395,186.84869216166567,0.0,30.58621328790624,1094.323253410853,7.052798456224997,0.9850614689703988,18.0,False,False,False,False,False,True,,9.609365419697785e-08,-16.157942556480556,0.99,29.88384329186393,1.3181344877443435,-199.9999997127615,12.564579587263925,0.7557230008187802,0.9998284817932424,16.0,False,True,False,False,True,False,True,Non-PM,29.88384329186393,9.704051940304907,1.3181344877443435,-199.9999997127615,97.75444736074655,128.85350839658904
