case_rel_path,figure_id,panel_id,curve_label,paper_title,figure6_group,both_better_global,both_better_and_widens,enrich_reported_material_name,enrich_material_class,active_elements,precious_elements,support_material,substrate_material,delta_eta10_mV,delta_eta50_mV,gap_widening_eta50_minus_eta10_mV,bv_gap_mV,ir_gap_mV,delta_b_bv_mV_dec,delta_b_bv_interval_mV,hc_intercept_candidate_minus_ptc_mV,delta_R_mV_per_mA,delta_Eoffset_mV,condition_alkaline,pm_containing,alkaline_PM_interaction,motif_alloy_class,Pt_containing,Ir_containing,Ru_containing,Pd_containing,motif_carbon_support,motif_chalcogen,motif_selenide_telluride,motif_phosphide,motif_oxide_hydroxide,motif_single_atom,motif_array_or_foam_architecture,PM_plus_oxophilic_partner,Pt_plus_partner,Ru_plus_partner,Pt_alloy_or_multimetal,Ru_chalcogen,multi_metal,has_oxophilic_partner,element_Ni,element_Mo,element_Co,element_Fe,element_P,element_S,element_Se,element_Te,dataset,manual_elements,manual_pm_elements,manual_nonpm_metal_partners,manual_tm_oxophilic_partners,manual_main_group_partners,manual_pm_core,manual_partner_type,manual_identity_family,manual_is_alloy_or_metallic_glass,manual_is_single_atom_or_site_isolated,manual_has_carbon_support,manual_has_oxide_hydroxide_interface,manual_has_chalcogenide,manual_has_phosphide,manual_has_carbide_boride_nitride,manual_pm_count,manual_nonpm_metal_partner_count,audit_strict_subfamily,audit_confidence,audit_issue_flag,audit_note,audit_elements_compact,audit_pm_compact,analysis_dataset,eta10_good,eta50_good,transition_class_strict,fixed_neff2_cand_b_tafel_mV_dec,fixed_neff2_ptc_b_tafel_mV_dec,fixed_neff2_log10_b_tafel_ptc_over_candidate,fixed_neff2_hc_intercept_advantage_mV,strict_cand_b_bv_mV_dec,strict_ptc_b_bv_mV_dec,strict_delta_b_bv_mV_dec,strict_delta_b_bv_interval_mV,strict_log10_b_bv_ptc_over_candidate,strict_hc_intercept_candidate_minus_ptc_mV,both_better,alkaline_pm_branch
batch1/case48,figure_3,a,Co0.85Se,Reversed Active Sites Boost the Intrinsic Activity of Graphene-like Cobalt Selenide for Hydrogen Evolution,Acidic non-PM,False,False,Co0.85Se,other,"{'Co', 'Se'}",[],,,156.57963607336393,182.23139919714143,25.651763123777528,28.07124021429985,-3.437280955797725,33.98409684586857,23.75386431971244,128.88111208262322,-0.085932023894943,-191.98916545700624,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,CD,"Co,Se",,Co,Co,Se,non-PM,no PM,non-PM chalcogenide,False,False,False,False,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Se",,CD,False,False,neither,70.96535291955018,36.981256073681614,-0.2830647089620258,-128.88111208262322,70.96535291955018,36.981256073681614,33.98409684586857,23.75386431971244,-0.2830647089620258,128.88111208262322,False,
batch1/case88,figure_3,c,1T0.81-MoS2@Ni2P,Interfacial electronic structure engineering on molybdenum sulfide for robust dual-pH hydrogen evolution,Acidic non-PM,False,False,1T0.81-MoS2@Ni2P,composite,"{'Mo', 'S', 'Ni', 'P'}",[],,carbon cloth,104.83636653895276,64.24373847027101,-40.59262806868175,16.460008585540265,-57.69699789931383,24.83682794389185,17.360197735635044,94.47784505956795,-1.442424947482846,117.01459559301276,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,CD,"Mo,Ni,P,S",,"Mo,Ni","Mo,Ni","P,S",non-PM,no PM,non-PM phosphide,False,False,True,False,True,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,Ni,P,S",,CD,False,False,neither,61.81808401757347,36.981256073681614,-0.223133882515566,-94.47784505956795,61.81808401757347,36.981256073681614,24.83682794389185,17.360197735635044,-0.223133882515566,94.47784505956795,False,
batch2/case119,figure_3,a,MoO2/MoS2/C,All-pH Stable Sandwich-Structured MoO2/MoS2/C Hollow Nanoreactors for Enhanced Electrochemical Hydrogen Evolution,Acidic non-PM,False,False,MoO2/MoS2/C,composite,"{'Mo', 'S', 'C', 'O'}",[],defective carbon shell,Ni foam,42.50965473514324,49.79565385679922,7.285999121655976,10.51441594746992,0.0413599139202247,14.55674082481071,10.174725197436244,25.84376423383988,0.0010339978480056,30.3391271580812,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,CD,"C,Mo,O,S",,Mo,Mo,"C,O,S",non-PM,no PM,non-PM chalcogenide,False,False,True,True,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo,O,S",,CD,False,False,neither,64.92090283562915,50.36416201081844,-0.1102629385054724,-25.84376423383988,64.92090283562915,50.36416201081844,14.55674082481071,10.174725197436244,-0.1102629385054724,25.84376423383988,False,
batch2/case18,figure_4,a,I,Cobalt-Doping in Molybdenum-Carbide Nanowires Toward Efficient Electrocatalytic Hydrogen Evolution,Acidic non-PM,False,False,Mo2C,carbide,"{'Mo', 'C'}",[],,glassy carbon,172.94126702405103,201.319182845552,28.377915821500977,23.6787736929629,1.620183374284215,28.038822371471632,19.59829579456439,150.96747659672528,0.0405045843571054,-206.9975722499626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,CD,"C,Mo",,Mo,Mo,C,non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo",,CD,False,False,neither,65.02007844515325,36.981256073681614,-0.2450658311780095,-150.96747659672528,65.02007844515325,36.981256073681614,28.038822371471632,19.59829579456439,-0.2450658311780095,150.96747659672528,False,
batch2/case18,figure_4,a,II,Cobalt-Doping in Molybdenum-Carbide Nanowires Toward Efficient Electrocatalytic Hydrogen Evolution,Acidic non-PM,False,False,Co-Mo2C-0.012,carbide,"{'Co', 'Mo', 'C'}",[],,glassy carbon,142.5153035352072,164.80802665893944,22.29272312373223,14.669817479800692,4.472177199504266,15.147597429761577,10.587716241160717,132.96624759013108,0.1118044299876066,-214.43359625475296,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,CD,"C,Co,Mo",,"Co,Mo","Co,Mo",C,non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,Mo",,CD,False,False,neither,52.12885350344319,36.981256073681614,-0.1490965154230135,-132.96624759013108,52.12885350344319,36.981256073681614,15.147597429761577,10.587716241160717,-0.1490965154230135,132.96624759013108,False,
batch2/case18,figure_4,a,III,Cobalt-Doping in Molybdenum-Carbide Nanowires Toward Efficient Electrocatalytic Hydrogen Evolution,Acidic non-PM,False,False,Co-Mo2C-0.020,carbide,"{'Co', 'Mo', 'C'}",[],,glassy carbon,103.9757497826717,116.63286004056796,12.65711025789625,24.59188206394976,-13.359032448276572,29.345420508836632,20.51156870030384,83.45036658488947,-0.3339758112069143,-214.6463251703425,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,CD,"C,Co,Mo",,"Co,Mo","Co,Mo",C,non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,Mo",,CD,False,False,neither,66.32667658251825,36.981256073681614,-0.2537065787888297,-83.45036658488947,66.32667658251825,36.981256073681614,29.345420508836632,20.51156870030384,-0.2537065787888297,83.45036658488947,False,
batch2/case187,figure_4,d,Fe-CoP/HPFs,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic non-PM,False,False,Fe-CoP/HPFs,phosphide,"{'Co', 'P', 'Fe'}",[],,,179.9375774255824,246.6037494001881,66.66617197460567,32.83907193431202,32.0619048162841,30.665658251754444,21.43437528119568,158.34883692205875,0.8015476204071024,84.2858072601874,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,CD,"Co,Fe,P",,"Co,Fe","Co,Fe",P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,P",,CD,False,False,neither,67.64691432543606,36.981256073681614,-0.2622663333475987,-158.34883692205875,67.64691432543606,36.981256073681614,30.665658251754444,21.43437528119568,-0.2622663333475987,158.34883692205875,False,
batch2/case187,figure_4,d,Mn-CoP/HPFs,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic non-PM,False,False,Mn-CoP/HPFs,phosphide,"{'Co', 'Mn', 'P'}",[],,,160.16819299433422,179.32499903748368,19.15680604314946,33.230051008353435,-13.643792931964455,31.20224028613164,21.80943002809093,148.0090473977043,-0.3410948232991114,-196.6984950690366,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,CD,"Co,Mn,P",,"Co,Mn","Co,Mn",P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mn,P",,CD,False,False,neither,68.18349635981325,36.981256073681614,-0.2656976095642116,-148.0090473977043,68.18349635981325,36.981256073681614,31.20224028613164,21.80943002809093,-0.2656976095642116,148.0090473977043,False,
batch2/case187,figure_4,d,Ni-CoP/HPFs,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic non-PM,False,False,Ni-CoP/HPFs,phosphide,"{'Co', 'Ni', 'P'}",[],,,126.0195173105411,137.1542471025462,11.134729792005103,12.20814819849224,0.3406122024616209,1.1212773630609334,0.7837392433205804,138.66592507665547,0.0085153050615405,-199.3712852660545,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,CD,"Co,Ni,P",,"Co,Ni","Co,Ni",P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Ni,P",,CD,False,False,neither,38.10253343674255,36.981256073681614,-0.0129721949194997,-138.66592507665547,38.10253343674255,36.981256073681614,1.1212773630609334,0.7837392433205804,-0.0129721949194997,138.66592507665547,False,
batch2/case187,figure_5,h,Co2Fe-P,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic non-PM,False,False,Co2Fe-P,phosphide,"{'Co', 'P', 'Fe'}",[],,,86.97318007662835,108.1007115489874,21.12753147235904,17.35018175250414,1.7155874618445068,18.44896178763026,12.89527090069497,75.09784201664014,0.0428896865461128,-200.2701513103881,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,CD,"Co,Fe,P",,"Co,Fe","Co,Fe",P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,P",,CD,False,False,neither,55.430217861311874,36.981256073681614,-0.175764927585972,-75.09784201664014,55.430217861311874,36.981256073681614,18.44896178763026,12.89527090069497,-0.175764927585972,75.09784201664014,False,
batch2/case197,figure_4,a,CoBDC/MXene,Electronic Modulation of Metal–Organic Frameworks by Interfacial Bridging for Efficient pH-Universal Hydrogen Evolution,Acidic non-PM,False,False,CoBDC/MXene,composite,"{'Co', 'Ti'}",[],Ti3C2Tx MXene,,18.23529411764705,5.843137254901961,-12.392156862745097,7.37625532980951,-21.36852321777608,-4.6497850456511,-3.250060273520305,39.84164227550113,-0.5342130804444016,-3.9344906344395296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,CD,"Co,Ti",,"Co,Ti","Co,Ti",,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Ti",,CD,False,False,neither,49.92463874569906,54.57442379135016,0.0386742280270887,-39.84164227550113,49.92463874569906,54.57442379135016,-4.6497850456511,-3.250060273520305,0.0386742280270887,39.84164227550113,False,
batch2/case20,figure_1,d,Ni0.7Co1.3P,Mechanistic Insights on Ternary Ni2-xCoxP for Hydrogen Evolution and Their Hybrids with Graphene as Highly Efficient and Robust Catalysts for Overall Water Splitting | Mechanistic Insights on Ternary Ni2−xCoxP for Hydrogen Evolution and Their Hybrids with Graphene as Highly Efficient and Robust Catalysts for Overall Water Splitting,Acidic non-PM,False,False,Ni0.7Co1.3P,phosphide,"{'Co', 'Ni', 'P'}",[],,carbon fiber paper,93.01391862955036,166.64748394004283,73.63356531049249,-3.513626846316175,78.74188242353932,0.0,0.0,69.69478903201065,1.968547060588483,80.36217738719856,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,CD,"Co,Ni,P",,"Co,Ni","Co,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Ni,P",,CD,False,False,neither,36.981256073681614,36.981256073681614,0.0,-69.69478903201065,36.981256073681614,36.981256073681614,0.0,0.0,0.0,69.69478903201065,False,
batch2/case20,figure_1,d,Ni1.2Co0.8P,Mechanistic Insights on Ternary Ni2-xCoxP for Hydrogen Evolution and Their Hybrids with Graphene as Highly Efficient and Robust Catalysts for Overall Water Splitting | Mechanistic Insights on Ternary Ni2−xCoxP for Hydrogen Evolution and Their Hybrids with Graphene as Highly Efficient and Robust Catalysts for Overall Water Splitting,Acidic non-PM,False,False,Ni1.2Co0.8P,phosphide,"{'Co', 'Ni', 'P'}",[],,carbon fiber paper,66.5952890792292,121.98741970021416,55.39213062098494,7.034755590787864,47.56738473454382,3.4369588466797367,2.4023311399664538,59.82472262540608,1.1891846183635957,-199.34255522966407,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,CD,"Co,Ni,P",,"Co,Ni","Co,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Ni,P",,CD,False,False,neither,40.41821492036135,36.981256073681614,-0.0385954709402252,-59.82472262540608,40.41821492036135,36.981256073681614,3.4369588466797367,2.4023311399664538,-0.0385954709402252,59.82472262540608,False,
